targetname,datetime_jd,datetime_str,e,q,incl,Omega,w,Tp_jd,n,M,nu,a,Q,P
Venus Barycenter (299),2440587.5,A.D. 1970-Jan-01 00:00:00.0000,0.006829204571344486,0.7183894125529071,3.394910897594349,76.7615690211631,54.71941485631271,2440503.141881119,1.602140619615265,135.153568853274,135.7021144668991,0.7233291754645766,0.7282689383762462,224.6993775655283
Venus Barycenter (299),2440588.5,A.D. 1970-Jan-02 00:00:00.0000,0.006829330352336918,0.7183892006163917,3.394910979774221,76.76156929631506,54.71846382182603,2440503.141309478,1.60214102424479,136.7566598603974,137.2894846506748,0.7233290536773977,0.7282689067384039,224.699320816465
