targetname,datetime_jd,datetime_str,e,q,incl,Omega,w,Tp_jd,n,M,nu,a,Q,P
Mercury Barycenter (199),2440587.5,A.D. 1970-Jan-01 00:00:00.0000,0.2056269987428955,0.3075000603067247,7.006832490519121,48.36840622847222,29.03696874305269,2440594.086812757,4.09235230774357,333.0444416116398,319.3724167898018,0.3870978240953585,0.4666955878839923,87.96896575077518
Mercury Barycenter (199),2440588.5,A.D. 1970-Jan-02 00:00:00.0000,0.2056269969651226,0.3075000691886997,7.006832409315186,48.36840632785211,29.03695348084308,2440594.086810456,4.092352144173225,337.136804252161,325.2747324386553,0.387097834410164,0.4666955996316284,87.96896926687391
