targetname,datetime_jd,datetime_str,e,q,incl,Omega,w,Tp_jd,n,M,nu,a,Q,P
Saturn Barycenter (6),2440587.5,A.D. 1970-Jan-01 00:00:00.0000,0.05360052195215268,9.006904832750617,2.486653443502645,113.7808735489614,340.5113498238787,2442110.996660124,0.03357488404564761,308.8487762924019,303.8620950268474,9.517022189540187,10.02713954632976,10722.30061943185
Saturn Barycenter (6),2440588.5,A.D. 1970-Jan-02 00:00:00.0000,0.05359892664520123,9.006911819549444,2.486653967950741,113.780826440483,340.5112310270002,2442110.994263158,0.03357492987248432,308.8823618832151,303.8980261888667,9.517013529604082,10.02711523965872,10722.28598443122
