Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Y_Low,Y_High,Y_Close,ATRP,BBW_Low,BBW_High,BBW_Close,RVO_Low,RVO_High,RVO_Close,RVI_High,RVI_Low,RVI_Close,RV,fast_trend_run,structural_direction,slow_trend_run,breaking_gap,fast_swing_ratio,slow_swing_ratio,cos_θ1,sin_θ1,cos_θ2,sin_θ2,cos_θ3,sin_θ3,cos_θ4,sin_θ4,p_up,p_down
2021-05-21,20.34311284548074,20.55997279334277,19.784281869686897,20.142934799194336,3089000,0.0,0.0,-0.018618092158852555,-0.006649141680821606,-0.011258918327059705,0.01819047633621035,0.05153814098762316,0.04695947076509698,0.05043313879697463,0.04424552241070258,0.027793345974121156,0.02848094331464355,49.444389538450416,56.62311835123152,69.4069879158054,0.02718080007290711,-0.458740234375,-1.0,-0.458740234375,0.6172194485476084,1.8102791112462984,1.9888201742697427,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
2021-05-24,19.984461923457165,20.13459587097168,19.809306711939463,20.13459587097168,1209300,0.0,0.0,0.0002474358523013595,-0.004092169552833271,-8.105196406456232e-05,0.018081715969309256,0.05205633233092382,0.049173758462926716,0.04725851036711198,0.0441629250288586,0.03239424667320228,0.028208199925268473,43.1524990486497,63.33946478783755,57.12074484032591,0.010636495259916643,-0.46707916259765625,-1.0,-0.46707916259765625,0.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
2021-05-25,20.09288765050456,20.142931756799054,19.93441279121962,20.109569549560547,1130700,0.0,0.0,0.002943223511264801,0.00019350950087598638,-0.0005814433819626961,0.01755171309803452,0.0484221735444821,0.046683455222542344,0.04506981688305216,0.042699019616953375,0.02713548188570556,0.023754077080037832,51.41328512602292,69.015312059647,46.65804886744317,0.00993280129563779,-0.49210548400878906,1.0,-0.025026321411132812,0.0,0.0,0.00591910287597062,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.9970404485620147,0.00295955143798531
2021-05-26,20.1846395531334,20.28472778083975,20.08454973455335,20.142934799194336,1024500,0.0,0.0,0.0033992751134874874,0.0031779716917588407,0.0007510451457808322,0.016980871359006187,0.0458638231826687,0.04420243423738046,0.041529398835943115,0.04298055020047231,0.02999068031337824,0.02285721707494554,58.70967399928013,73.65559337039474,56.21014365251215,0.009014804038424517,0.03336524963378906,1.0,0.00833892822265625,0.1501319098680689,2.0,0.11102644535344175,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
2021-05-27,20.159617157833814,20.301410142693992,20.017824172973633,20.017824172973633,1339200,0.0,0.0,-0.001663880590550077,0.0004110359523656611,-0.003115245563646014,0.01687840628175269,0.04485339418062624,0.04314761319756099,0.04245525371534192,0.041312199273687164,0.025721237056521778,0.021939611711594056,65.04107810231014,62.62302145960973,45.763618629380574,0.011710727943199368,-0.12511062622070312,1.0,-0.11677169799804688,0.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
2021-05-28,20.051188527958217,20.351454817011053,20.051188527958217,20.09289169311523,1442400,0.0,0.0,0.0008326722505895096,0.0012310245382869003,0.0018715078631908178,0.016800281259034763,0.04405324820631322,0.040790811903279614,0.04086713675173615,0.009712430255339286,0.0243007197870244,0.008370972808373638,70.23631236390533,67.9695605574088,55.073392115553986,0.012660467358190805,0.07506752014159801,1.0,-0.041704177856448865,0.06672703617130438,0.7901317835615589,2.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.2831879799430005,0.7168120200569995
2021-06-01,20.134589636259715,20.576650390292677,20.1179093290473,20.476560592651367,2114600,0.0,0.0,0.0016609982461293197,0.0055022232800906075,0.009457088472223296,0.016995459229395063,0.04316698710644619,0.04013035140853308,0.04080702362026575,0.009554112484435181,0.010178874428020533,0.021159099775570678,74.45967606849582,72.17565464357315,62.252203224246955,0.018915020642617176,0.4587364196777344,1.0,0.3419647216796875,0.2752402475986848,0.35999580359471267,2.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
2021-06-02,20.543291279233088,20.868582002598263,20.484906213490905,20.851900100708008,1846200,0.0,0.0,0.00789144885238123,0.006149744396285122,0.007929130565001807,0.016840303505887846,0.04518485549160944,0.042627701660742964,0.045637842362125244,0.018013231465293645,0.01250015084264,0.02450720322270896,78.3262521811244,75.98494385122312,69.17603090851249,0.016816900828800958,0.834075927734375,1.0,0.7173042297363281,0.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
2021-06-03,20.885263095681925,21.252255377813093,20.860240243815575,21.210552215576172,1971300,0.0,0.0,0.009078067499706263,0.009108873400348405,0.008526657270748677,0.016721244182929564,0.05286435179526888,0.051460832276804355,0.057979967830927064,0.022196964188034855,0.016733011350948148,0.024947952849264775,82.30181523526821,80.09594541839834,76.00235019342053,0.018265277649322197,1.192728042602539,1.0,1.0759563446044922,0.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
2021-06-04,21.21888955283116,21.243910809562973,20.876918589926955,20.985347747802734,1327400,0.0,0.0,0.00026907861984997513,-0.00013222184434083062,-0.003593816013212355,0.01694264077054753,0.059512682282232915,0.05857312918643706,0.06258993341017718,0.019930106558985666,0.01752924010254996,0.028742256378568455,66.13898824795797,83.84464518447028,59.40924685621275,0.01216857055294561,-0.2252044677734375,1.0,0.8507518768310547,0.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.5,0.5
