Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Y_Low,Y_High,Y_Close,ATRP,BBW_Low,BBW_High,BBW_Close,RVO_Low,RVO_High,RVO_Close,RVI_High,RVI_Low,RVI_Close,RV,fast_trend_run,structural_direction,slow_trend_run,breaking_gap,fast_swing_ratio,slow_swing_ratio,cos_θ1,sin_θ1,cos_θ2,sin_θ2,cos_θ3,sin_θ3,cos_θ4,sin_θ4,p_up,p_down
2021-05-24,101.77116042059332,101.85752954415256,100.62252619230038,100.82115936279295,612700,0.0,0.0,-0.0008575173142347224,-0.00038135991249362954,-0.0005992321796491042,0.02062541376211043,0.06173743779662069,0.055037448403955316,0.05558842690434973,0.026269720498953864,0.02046761010897325,0.01228436269716681,45.38505774710248,62.82193637890692,42.060423732888104,0.035448116556454586,-0.12090301513671875,-1.0,-0.12090301513671875,0.0,0.0,0.062492112818255625,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.9687539435908722,0.031246056409127813
2021-05-25,100.89025217002045,101.65025169953763,99.71570324955997,99.7934341430664,462300,0.0,0.0,-0.003415345792906418,-0.0007685070885396551,-0.0038653649557833184,0.02073408962978564,0.06233345101117796,0.05594586540478582,0.058613127355490555,0.025852006293135926,0.019704958900856665,0.014144756372107768,40.347585320196565,55.63884936294887,35.7530826504578,0.026473993567912288,-1.148628234863267,-1.0,-1.148628234863267,0.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
2021-05-26,99.76751179253104,100.02660596560762,99.05932852036544,99.66387939453124,482900,0.0,0.0,-0.003302098474592391,-0.008050729036178478,-0.0006495362152300793,0.019971353225572114,0.06248711611946089,0.060245097914765025,0.06071051430896317,0.016325222171433142,0.02104561202520614,0.012011062234875313,35.41049262808969,51.12393193040283,30.221965756545803,0.02761776888089095,-1.2781829833984375,-1.0,-1.2781829833984375,0.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
2021-05-27,100.6138758368525,100.76933101587012,99.91433082579238,100.38932800292967,886700,0.0,0.0,0.004297062778241788,0.003698904775802407,0.0036262783178333835,0.019197362599565875,0.059434968343919516,0.060142791384910736,0.05835715393206429,0.018488320031934822,0.022941194099276613,0.015152301204744704,42.99777488250687,55.19769903700787,38.51481667773839,0.05108081914451164,0.7254486083984375,1.0,0.7254486083984375,0.0,0.0,0.3221270838453497,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.16106354192267486,0.8389364580773251
2021-05-28,100.63978405038296,101.02842529289096,99.64659854935792,100.77796936035156,625900,0.0,0.0,-0.0009470075816351166,0.0009062953048404553,0.0013637032518837074,0.01873677721693488,0.05896596817709627,0.05936664645519679,0.05844386017687155,0.0151369142427039,0.019664419528445918,0.014794492726894364,47.120647846137366,51.08615085901397,45.324528117195186,0.03619629777101904,1.1140899658203267,1.0,1.1140899658203267,0.0,0.0,0.7597215796469671,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.37986078982348354,0.6201392101765164
2021-06-01,101.9179601864106,102.41886540531664,101.07159173198752,102.1770477294922,645700,0.0,0.0,0.00709947205398874,0.006834399748720415,0.006893539214757612,0.018307300423656213,0.055501683597749665,0.05818938269437558,0.057476498854051976,0.02248006895078562,0.025138136795313657,0.020266740167478935,51.36449912885265,55.11558034818748,52.00931112016526,0.03785974932335402,2.513168334960966,1.0,2.513168334960966,0.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
2021-06-02,102.62615365562462,102.7729706036893,101.04569378682058,101.65023803710938,1299800,0.0,0.0,-0.00012813325243543386,0.0017257275204512659,-0.0025845886648663205,0.018301477511247576,0.05480460602258985,0.058011143763048854,0.05608830865007215,0.019080325279354663,0.02488004576352126,0.016509607035777914,55.74278028116625,50.48303883067457,46.11379827474054,0.07581908345633182,-0.5268096923828267,1.0,1.9863586425781392,0.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.5,0.5
2021-06-03,101.14069457868766,101.8316079413224,100.28569439893172,101.77978515625,643700,0.0,0.0,-0.001869427947386776,-0.0022784977145381006,0.00031536949851159574,0.018057513366956508,0.05172681271616051,0.05022249751157073,0.043504278892634855,0.019667957540568874,0.018734341105313444,0.01571992677521453,50.70496565853329,46.35754861134528,52.40190553593606,0.037595739909141564,0.129547119140625,-1.0,0.129547119140625,0.7858973330558001,2.0,0.010272341676221193,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
2021-06-04,101.94386785781434,102.42750320745174,101.41704795665756,102.21159362792967,462800,0.0,0.0,0.0040327043631295375,0.002097482464934369,0.0015219107556917774,0.017402990187290426,0.03616622662358742,0.050273377754419486,0.04440716669122799,0.020831420645472807,0.018398022286606083,0.015270999781753839,55.357358740335926,51.2017962818886,58.125463829124946,0.02714482883012525,0.5613555908202983,1.0,0.4318084716796733,0.0,0.0,0.1141290636500465,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.05706453182502325,0.9429354681749768
2021-06-07,102.52249811648154,102.52249811648154,100.78658335095976,102.3324966430664,534700,0.0,0.0,-0.0031179687606037827,0.00046350284662679105,0.0005910853497480721,0.01735250375923228,0.035583137550091515,0.04681979128726266,0.03785628757889622,0.022291698120067076,0.018548215044525845,0.015447052357200144,59.720710300081016,46.44366785093786,63.26057861914681,0.03139911095722336,0.6822586059570312,1.0,0.5527114868164062,0.0,0.0,0.18698678652153425,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.09349339326076712,0.9065066067392329
